name,smiles,category
decoy_HNBDRPTVWVGKBR-UHFFFAOYSA-N,CCCCC(=O)OC,decoy_C6H12O2
decoy_HUQXEIFQYCVOPD-UHFFFAOYSA-N,O=C1CC2C=CC1C2,decoy_C7H8O
decoy_IEMMBWWQXVXBEU-UHFFFAOYSA-N,CC(=O)c1ccco1,decoy_C6H6O2
decoy_IEOPZUMPHCZMCS-UHFFFAOYSA-N,COCC1CCCO1,decoy_C6H12O2
decoy_IGIDLTISMCAULB-UHFFFAOYSA-N,CCC(C)CC(=O)O,decoy_C6H12O2
decoy_IGRZECZSICIWJA-UHFFFAOYSA-N,CCCC1OC1CO,decoy_C6H12O2
decoy_IJMWOMHMDSDKGK-UHFFFAOYSA-N,CCC(=O)OC(C)C,decoy_C6H12O2
decoy_IKCQWKJZLSDDSS-UHFFFAOYSA-N,O=COCCOC=O,decoy_C4H6O4
decoy_INNWRDCESBMSQK-UHFFFAOYSA-N,NC(=O)COCCO,decoy_C4H9NO3
decoy_JBTGHKUTYAMZEZ-UHFFFAOYSA-N,NC(=O)C#CC(N)=O,decoy_C4H4N2O2
decoy_JJMDCOVWQOJGCB-UHFFFAOYSA-N,NCCCCC(=O)O,decoy_C5H11NO2
decoy_JNRQSKFTIYCDIP-UHFFFAOYSA-N,CCCC(C)OC=O,decoy_C6H12O2
decoy_JOIWPCUDRRYOQH-UHFFFAOYSA-N,CCCC(C)[N+](=O)[O-],decoy_C5H11NO2
decoy_JQYYUWHWGCJWTN-UHFFFAOYSA-N,CCOC1CCCO1,decoy_C6H12O2
decoy_JSDUOUVZQRZOOY-UHFFFAOYSA-N,CCCC1OCCO1,decoy_C6H12O2
decoy_JVSWJIKNEAIKJW-UHFFFAOYSA-N,CCCCCC(C)C,decoy_C8H18
decoy_JXDFEQONERDKSS-UHFFFAOYSA-N,NCCc1cc[nH]n1,decoy_C5H9N3
decoy_JXMQYKBAZRDVTC-UHFFFAOYSA-N,OCC#CC#CCO,decoy_C6H6O2
decoy_JXPOLSKBTUYKJB-UHFFFAOYSA-N,CCCC(C)C(C)C,decoy_C8H18
decoy_JZUPYBRYQINNRE-UHFFFAOYSA-N,CC1COCC(C)O1,decoy_C6H12O2
decoy_KANFKJUPLALTDB-UHFFFAOYSA-N,CC1CCC(O)C1O,decoy_C6H12O2
decoy_KDUIUFJBNGTBMD-UHFFFAOYSA-N,C1=CC=CC=CC=C1,decoy_C8H8
decoy_KUMXLFIBWFCMOJ-UHFFFAOYSA-N,CCCC(C)(C)CC,decoy_C8H18
decoy_KZSNJWFQEVHDMF-UHFFFAOYSA-N,CC(C)C(N)C(=O)O,decoy_C5H11NO2
decoy_LAIUFBWHERIJIH-UHFFFAOYSA-N,CCCCC(C)CC,decoy_C8H18
decoy_LBTXDQOSJLEDQM-UHFFFAOYSA-N,CON=C(C)C(C)=O,decoy_C5H9NO2
decoy_LCEDQNDDFOCWGG-UHFFFAOYSA-N,O=CN1CCOCC1,decoy_C5H9NO2
decoy_LFKDJXLFVYVEFG-UHFFFAOYSA-N,CC(C)(C)OC(N)=O,decoy_C5H11NO2
decoy_LFTLOKWAGJYHHR-UHFFFAOYSA-N,C[N+]1([O-])CCOCC1,decoy_C5H11NO2
decoy_LHRIUKSRPHFASO-UHFFFAOYSA-N,Cc1cc(O)ncn1,decoy_C5H6N2O
decoy_LNNXFUZKZLXPOF-UHFFFAOYSA-N,CC(C)CO[N+](=O)[O-],decoy_C4H9NO3
decoy_LOMVENUNSWAXEN-UHFFFAOYSA-N,COC(=O)C(=O)OC,decoy_C4H6O4
decoy_LQKMCBPMBNUKSU-UHFFFAOYSA-N,Cn1cccnc1=O,decoy_C5H6N2O
decoy_LRZFEBJUJIQVDQ-UHFFFAOYSA-N,COC(=O)CN(C)C,decoy_C5H11NO2
decoy_MCSINKKTEDDPNK-UHFFFAOYSA-N,CCCOC(=O)CC,decoy_C6H12O2
decoy_MHIHRIPETCJEMQ-UHFFFAOYSA-N,CCC(CO)[N+](=O)[O-],decoy_C4H9NO3
decoy_MLMQPDHYNJCQAO-UHFFFAOYSA-N,CC(C)(C)CC(=O)O,decoy_C6H12O2
decoy_MLXDUYUQINCFFV-UHFFFAOYSA-N,CC(=O)OCC(=O)O,decoy_C4H6O4
decoy_MVGJRISPEUZYAQ-UHFFFAOYSA-N,CC(C)(CO)[N+](=O)[O-],decoy_C4H9NO3
decoy_NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,decoy_C8H18
decoy_NNDASDMUUQRZKG-UHFFFAOYSA-N,Nc1cccc[n+]1[O-],decoy_C5H6N2O
decoy_NOYRGONWBIVLEL-UHFFFAOYSA-N,CC=CC(OC)OC,decoy_C6H12O2
decoy_NWLUZGJDEZBBRH-UHFFFAOYSA-N,CC(C)OCC1CO1,decoy_C6H12O2
decoy_OBNCKNCVKJNDBV-UHFFFAOYSA-N,CCCC(=O)OCC,decoy_C6H12O2
decoy_OCWLYWIFNDCWRZ-UHFFFAOYSA-N,CCC(C)C(=O)OC,decoy_C6H12O2
decoy_OJVOGABFNZDOOZ-UHFFFAOYSA-N,CC(O)C(C)[N+](=O)[O-],decoy_C4H9NO3
decoy_OKVWYBALHQFVFP-UHFFFAOYSA-N,CCC(C)(C)C(C)C,decoy_C8H18
decoy_OMMLUKLXGSRPHK-UHFFFAOYSA-N,CC(C)(C)C(C)(C)C,decoy_C8H18
decoy_OQAGVSWESNCJJT-UHFFFAOYSA-N,COC(=O)CC(C)C,decoy_C6H12O2
decoy_OUDFNZMQXZILJD-UHFFFAOYSA-N,Cc1ccc(C=O)o1,decoy_C6H6O2
decoy_OVBFMEVBMNZIBR-UHFFFAOYSA-N,CCCC(C)C(=O)O,decoy_C6H12O2
decoy_OWFXIOWLTKNBAP-UHFFFAOYSA-N,CC(C)CCON=O,decoy_C5H11NO2
decoy_OXQGTIUCKGYOAA-UHFFFAOYSA-N,CCC(CC)C(=O)O,decoy_C6H12O2
decoy_PCZHHBOJPSQUNS-UHFFFAOYSA-N,CC1CCC(CO)O1,decoy_C6H12O2
decoy_PFURGBBHAOXLIO-UHFFFAOYSA-N,OC1CCCCC1O,decoy_C6H12O2
decoy_PIYNUZCGMLCXKJ-UHFFFAOYSA-N,O=C1COCC(=O)O1,decoy_C4H4O4
decoy_QDCJIPFNVBDLRH-UHFFFAOYSA-N,CC1(C)COCOC1,decoy_C6H12O2
decoy_QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,decoy_C6H6O2
decoy_QLTBRYOQIIJWSI-UHFFFAOYSA-N,C=C1CC(=O)CC1=C,decoy_C7H8O
decoy_QQHZPQUHCAKSOL-UHFFFAOYSA-N,CCCCO[N+](=O)[O-],decoy_C4H9NO3
decoy_QVWDCTQRORVHHT-UHFFFAOYSA-N,O=c1cccccc1,decoy_C7H6O
decoy_QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,decoy_C7H8O
decoy_RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1,decoy_C7H8O
decoy_RKDVKSZUMVYZHH-UHFFFAOYSA-N,O=C1COC(=O)CO1,decoy_C4H4O4
decoy_RLMGYIOTPQVQJR-UHFFFAOYSA-N,OC1CCCC(O)C1,decoy_C6H12O2
decoy_RLPGDEORIPLBNF-UHFFFAOYSA-N,CC(C)C(C)C(C)C,decoy_C8H18
decoy_RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,decoy_C7H8O
decoy_RNTWWGNZUXGTAX-UHFFFAOYSA-N,CCC(C)C(C)CC,decoy_C8H18
decoy_ROTONRWJLXYJBD-UHFFFAOYSA-N,OCC1CCCCO1,decoy_C6H12O2
decoy_RXNMLQHZBCJMBA-UHFFFAOYSA-N,COCC=CCOC,decoy_C6H12O2
decoy_SFRKSDZMZHIISH-UHFFFAOYSA-N,CCCC(CC)CC,decoy_C8H18
decoy_SKCYVGUCBRYGTE-UHFFFAOYSA-N,CCC(=O)C(O)CC,decoy_C6H12O2
decoy_SKKTUOZKZKCGTB-UHFFFAOYSA-N,CCCCOC(N)=O,decoy_C5H11NO2
decoy_SMYRHRFGKYUCFB-UHFFFAOYSA-N,CC(C)C1OCCO1,decoy_C6H12O2
decoy_SNDPXSYFESPGGJ-UHFFFAOYSA-N,CCCC(N)C(=O)O,decoy_C5H11NO2
decoy_SSGVCJCDGSZFJI-UHFFFAOYSA-N,CC(=O)c1cn[nH]c1,decoy_C5H6N2O
decoy_SUDHEDJJFGYYPL-UHFFFAOYSA-N,CCOC(=O)N(C)C,decoy_C5H11NO2
decoy_SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,decoy_C6H12O2
decoy_SXTKIFFXFIDYJF-UHFFFAOYSA-N,[O-][n+]1cc[n+]([O-])cc1,decoy_C4H4N2O2
decoy_SYARCRAQWWGZKY-UHFFFAOYSA-N,CC1(C)COC(=O)N1,decoy_C5H9NO2
decoy_UALYCKSVHDYQRP-UHFFFAOYSA-N,CC(=O)CCCCO,decoy_C6H12O2
decoy_UEBFLTZXUXZPJO-UHFFFAOYSA-N,Cn1ccnc1C=O,decoy_C5H6N2O
decoy_UKAUYVFTDYCKQA-UHFFFAOYSA-N,NC(CCO)C(=O)O,decoy_C4H9NO3
decoy_UMIVXZPTRXBADB-UHFFFAOYSA-N,c1ccc2c(c1)CC2,decoy_C8H8
decoy_UPZFLZYXYGBAPL-UHFFFAOYSA-N,CCC1(C)OCCO1,decoy_C6H12O2
decoy_UWNADWZGEHDQAB-UHFFFAOYSA-N,CC(C)CCC(C)C,decoy_C8H18
decoy_UYOWQFWKDDJSLV-UHFFFAOYSA-N,NC(=O)CCCCO,decoy_C5H11NO2
decoy_VIHYIVKEECZGOU-UHFFFAOYSA-N,CC(=O)n1ccnc1,decoy_C5H6N2O
decoy_VKONPUDBRVKQLM-UHFFFAOYSA-N,OC1CCC(O)CC1,decoy_C6H12O2
decoy_VREPYGYMOSZTKJ-UHFFFAOYSA-N,CC1CCOC(C)O1,decoy_C6H12O2
decoy_VUAXHMVRKOTJKP-UHFFFAOYSA-N,CCC(C)(C)C(=O)O,decoy_C6H12O2
decoy_WDAXFOBOLVPGLV-UHFFFAOYSA-N,CCOC(=O)C(C)C,decoy_C6H12O2
decoy_WKSXRWSOSLGSTN-UHFFFAOYSA-N,COc1cnccn1,decoy_C5H6N2O
decoy_WMOVHXAZOJBABW-UHFFFAOYSA-N,CC(=O)OC(C)(C)C,decoy_C6H12O2
decoy_WNNNWFKQCKFSDK-UHFFFAOYSA-N,C=CCC(N)C(=O)O,decoy_C5H9NO2
decoy_WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,decoy_C7H8O
decoy_XKYICAQFSCFURC-UHFFFAOYSA-N,CC(C)CCOC=O,decoy_C6H12O2
decoy_XSPNWUVAVYEPBO-UHFFFAOYSA-N,Cc1c(C)c(=O)c1=O,decoy_C6H6O2
decoy_XTDQDBVBDLYELW-UHFFFAOYSA-N,CCC(C)C(C)(C)C,decoy_C8H18
decoy_YLZYSVYZMDJYOT-UHFFFAOYSA-N,COc1ncccn1,decoy_C5H6N2O
decoy_YMXZGCMNTIZHDC-UHFFFAOYSA-N,CC1COCOC1C,decoy_C6H12O2
decoy_ZFDGMMZLXSFNFU-UHFFFAOYSA-N,Cc1cc(N)n(C)n1,decoy_C5H9N3
decoy_ZFWJVKLPEZPKNL-UHFFFAOYSA-N,CCCc1nc[nH]n1,decoy_C5H9N3
decoy_ZIYVHBGGAOATLY-UHFFFAOYSA-N,CC(C(=O)O)C(=O)O,decoy_C4H6O4
decoy_ZNQFZPCFVNOXJQ-UHFFFAOYSA-N,CC(=O)N(C)C(C)=O,decoy_C5H9NO2
decoy_AFTPEBDOGXRMNQ-UHFFFAOYSA-N,CCC(C)CC(C)(C)C,decoy_C9H20
decoy_AGPKZVBTJJNPAG-UHFFFAOYSA-N,CCC(C)C(N)C(=O)O,decoy_C6H13NO2
decoy_AJKVQEKCUACUMD-UHFFFAOYSA-N,CC(=O)c1ccccn1,decoy_C7H7NO
decoy_ARWOOWBJJKVYOV-UHFFFAOYSA-N,CCC(C)C(C)(C)CC,decoy_C9H20
decoy_AUKVIBNBLXQNIZ-UHFFFAOYSA-N,CCCC(C)CC(C)C,decoy_C9H20
decoy_AVXVDNJFGZNVAB-UHFFFAOYSA-N,CC1=CC(=O)C(C)(C)C1,decoy_C8H12O
decoy_AWMVMTVKBNGEAK-UHFFFAOYSA-N,c1ccc(C2CO2)cc1,decoy_C8H8O
decoy_BDINBSUUIUWFNH-UHFFFAOYSA-N,CC1=CC(=O)CC1(C)C,decoy_C8H12O
decoy_BGCNBOFPABQGNG-UHFFFAOYSA-N,CCOC(=O)CN(C)C,decoy_C6H13NO2
decoy_BGXXXYLRPIRDHJ-UHFFFAOYSA-N,CCC(CC)(CC)CC,decoy_C9H20
decoy_BOFAIBPJCWFJFT-UHFFFAOYSA-N,COc1cc[n+]([O-])cc1,decoy_C6H7NO2
decoy_BTFQKIATRPGRBS-UHFFFAOYSA-N,Cc1ccccc1C=O,decoy_C8H8O
decoy_BVAKDOXCVSMKHE-UHFFFAOYSA-N,CCCCC(C)(C)CC,decoy_C9H20
decoy_BXRHTYIYAZHIHF-UHFFFAOYSA-N,CCC1CCC=C1C=O,decoy_C8H12O
decoy_CBVFSZDQEHBJEQ-UHFFFAOYSA-N,CCCC(C)C(C)(C)C,decoy_C9H20
decoy_CLZCPQKGOAXOJT-UHFFFAOYSA-N,CCC(CC)C(C)(C)C,decoy_C9H20
decoy_CYWROHZCELEGSE-UHFFFAOYSA-N,CCCC(C)(CC)CC,decoy_C9H20
decoy_DJYSEQMMCZAKGT-UHFFFAOYSA-N,CCCC(C)(C)C(C)C,decoy_C9H20
decoy_DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,decoy_C9H20
decoy_DTUQWGWMVIHBKE-UHFFFAOYSA-N,O=CCc1ccccc1,decoy_C8H8O
decoy_DUDZQARPXNGCOB-UHFFFAOYSA-N,C=C(C)C#CC(O)CC,decoy_C8H12O
decoy_DVVATNQISMINCX-UHFFFAOYSA-N,CCCC=CC=CC=O,decoy_C8H12O
decoy_DYDNPESBYVVLBO-UHFFFAOYSA-N,O=CNc1ccccc1,decoy_C7H7NO
decoy_DZJTZGHZAWTWGA-UHFFFAOYSA-N,CCC(C)CC(C)CC,decoy_C9H20
decoy_FEYJIFXFOHFGCC-UHFFFAOYSA-N,CCCCCC[N+](=O)[O-],decoy_C6H13NO2
decoy_FTKASJMIPSSXBP-UHFFFAOYSA-N,CCOC(=O)C[N+](=O)[O-],decoy_C4H7NO4
decoy_FTNJQNQLEGKTGD-UHFFFAOYSA-N,c1ccc2c(c1)OCO2,decoy_C7H6O2
decoy_FWPKDESKJMMUSR-UHFFFAOYSA-N,CCCCCC(=O)NO,decoy_C6H13NO2
decoy_FXLOVSHXALFLKQ-UHFFFAOYSA-N,Cc1ccc(C=O)cc1,decoy_C8H8O
decoy_GEOWCLRLLWTHDN-UHFFFAOYSA-N,O=COc1ccccc1,decoy_C7H6O2
decoy_GUMULFRCHLJNDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)C,decoy_C9H20
decoy_HAUNPYVLVAIUOO-UHFFFAOYSA-N,CC1(C)C=CC(=O)CC1,decoy_C8H12O
decoy_HBEDSQVIWPRPAY-UHFFFAOYSA-N,c1ccc2c(c1)CCO2,decoy_C8H8O
decoy_HDFGOPSGAURCEO-UHFFFAOYSA-N,CCN1C(=O)C=CC1=O,decoy_C6H7NO2
decoy_HDURLXYBKGWETC-UHFFFAOYSA-N,CC(=O)C1=C(C)CCC1,decoy_C8H12O
decoy_HHOSMYBYIHNXNO-UHFFFAOYSA-N,CC(C)CCC(C)(C)C,decoy_C9H20
decoy_HIMMOVPGAJKVOS-UHFFFAOYSA-N,O=C1CC2CCC(C1)C2,decoy_C8H12O
decoy_HQZHQNKZOYIKQC-UHFFFAOYSA-N,CCC(C)CCC(C)C,decoy_C9H20
decoy_IAVREABSGIHHMO-UHFFFAOYSA-N,O=Cc1cccc(O)c1,decoy_C7H6O2
decoy_ILAOVOOZLVGAJF-UHFFFAOYSA-N,Cn1cccc1C(=O)O,decoy_C6H7NO2
decoy_IPCUHQYGWOKSLR-UHFFFAOYSA-N,CC(N)CCCC(=O)O,decoy_C6H13NO2
decoy_ISBXAXQCXXKEHA-UHFFFAOYSA-N,C=C(C)C#CCC(C)O,decoy_C8H12O
decoy_JHLVEBNWCCKSGY-UHFFFAOYSA-N,CNC(=O)OC(C)(C)C,decoy_C6H13NO2
decoy_JLCYYQOQSAMWTA-UHFFFAOYSA-N,CC(C)C(C)(C)C(C)C,decoy_C9H20
decoy_JSTCPNFNKICNNO-UHFFFAOYSA-N,O=Nc1ccc(O)cc1,decoy_C6H5NO2
decoy_KBPCCVWUMVGXGF-UHFFFAOYSA-N,CC(C)CCCC(C)C,decoy_C9H20
decoy_KKFDCBRMNNSAAW-UHFFFAOYSA-N,OCCN1CCOCC1,decoy_C6H13NO2
decoy_KNGSAYHEXMAZMM-UHFFFAOYSA-N,CCCCC(C)[N+](=O)[O-],decoy_C6H13NO2
decoy_KSKXSFZGARKWOW-UHFFFAOYSA-N,CC(=O)C=CC=C(C)C,decoy_C8H12O
decoy_KWXIPEYKZKIAKR-UHFFFAOYSA-N,Cc1cc(O)nc(N)n1,decoy_C5H7N3O
decoy_KYCZJIBOPKRSOV-UHFFFAOYSA-N,CCC(CC)CC(C)C,decoy_C9H20
decoy_LKIMDXQLHFCXQF-UHFFFAOYSA-N,COc1cccnc1O,decoy_C6H7NO2
decoy_LPBXNOSWWUFYQN-UHFFFAOYSA-N,CC1=CC(=O)C(C)C1C,decoy_C8H12O
decoy_LRQKBLKVPFOOQJ-UHFFFAOYSA-N,CCCCC([NH3+])C(=O)[O-],decoy_C6H13NO2
decoy_LRSASMSXMSNRBT-UHFFFAOYSA-N,Cc1cnc(O)nc1N,decoy_C5H7N3O
decoy_LTYLUDGDHUEBGX-UHFFFAOYSA-N,CC(=O)C1=CCCCC1,decoy_C8H12O
decoy_LUMNWCHHXDUKFI-UHFFFAOYSA-N,OCC1CC2C=CC1C2,decoy_C8H12O
decoy_LWRKMRFJEUFXIB-UHFFFAOYSA-N,CCC=CC=CC(C)=O,decoy_C8H12O
decoy_MAKRYGRRIKSDES-UHFFFAOYSA-N,CCCC(C)C(C)CC,decoy_C9H20
decoy_MDYOLVRUBBJPFM-UHFFFAOYSA-N,O=c1cccccc1O,decoy_C7H6O2
decoy_MMASVVOQIKCFJZ-UHFFFAOYSA-N,CCC(C)(CC)C(C)C,decoy_C9H20
decoy_MSUYGSATOVDCFI-UHFFFAOYSA-N,CC(=O)Nc1ccoc1,decoy_C6H7NO2
decoy_MVLOWDRGPHBNNF-UHFFFAOYSA-N,CCCC(CC)C(C)C,decoy_C9H20
decoy_NBZBKCUXIYYUSX-UHFFFAOYSA-N,O=C(O)CNCC(=O)O,decoy_C4H7NO4
decoy_NHOGGUYTANYCGQ-UHFFFAOYSA-N,C=COc1ccccc1,decoy_C8H8O
decoy_NOQKKFBBAODEHN-UHFFFAOYSA-N,CC1=CC(=O)CC(C)C1,decoy_C8H12O
decoy_NSHQAIKRVDXIMX-UHFFFAOYSA-N,O=C1C=CCCCCC1,decoy_C8H12O
decoy_NWZIYQNUCXUJJJ-UHFFFAOYSA-N,CCCCc1ccco1,decoy_C8H12O
decoy_NYJYFSGMYHSTNZ-UHFFFAOYSA-N,Cc1ccc(N=O)cc1,decoy_C7H7NO
decoy_ODGLTLJZCVNPBU-UHFFFAOYSA-N,CC(C)CC(C)C(C)C,decoy_C9H20
decoy_OGHGFNURIXNXEM-UHFFFAOYSA-N,CC(C)C1=CC(=O)CC1,decoy_C8H12O
decoy_OKCRKWVABWILDR-UHFFFAOYSA-N,CCC(C)C(CC)CC,decoy_C9H20
decoy_OMFSJRHPFYVJSP-UHFFFAOYSA-N,Cc1oc(C)c(C)c1C,decoy_C8H12O
decoy_OVWYEQOVUDKZNU-UHFFFAOYSA-N,Cc1cccc(C=O)c1,decoy_C8H8O
decoy_PIHPSKJRLDSJPX-UHFFFAOYSA-N,CCOC(=O)NC(N)=O,decoy_C4H8N2O3
decoy_PIOPKWFBKZTUMS-UHFFFAOYSA-N,Nc1cccccc1=O,decoy_C7H7NO
decoy_PKOVWKGRNZGQHY-UHFFFAOYSA-N,CC(C)C(C)(C)[N+](=O)[O-],decoy_C6H13NO2
decoy_PSABUFWDVWCFDP-UHFFFAOYSA-N,CCCCCC(C)(C)C,decoy_C9H20
decoy_PSVQKOKKLWHNRP-UHFFFAOYSA-N,CCCCC(CC)CC,decoy_C9H20
decoy_PVJVUJJZSINIGV-UHFFFAOYSA-N,C#CC(C)(O)CCC=C,decoy_C8H12O
decoy_PVNIIMVLHYAWGP-UHFFFAOYSA-N,O=C(O)c1cccnc1,decoy_C6H5NO2
decoy_QJQNTXCURBPBOK-UHFFFAOYSA-N,CC1=C(C)C(C)CC1=O,decoy_C8H12O
decoy_QUKOJKFJIHSBKV-UHFFFAOYSA-N,CCC(C)(C)C(C)(C)C,decoy_C9H20
decoy_QYLFHLNFIHBCPR-UHFFFAOYSA-N,C#CC1(O)CCCCC1,decoy_C8H12O
decoy_RGHHSNMVTDWUBI-UHFFFAOYSA-N,O=Cc1ccc(O)cc1,decoy_C7H6O2
decoy_RPYZCTABWNSIJH-UHFFFAOYSA-N,CCCc1cc(C)co1,decoy_C8H12O
decoy_RUTNOQHQISEBGT-UHFFFAOYSA-N,CCC(C)C(C)C(C)C,decoy_C9H20
decoy_SEEOMASXHIJCDV-UHFFFAOYSA-N,CCCCCC(C)CC,decoy_C9H20
decoy_SFLGSKRGOWRGBR-UHFFFAOYSA-N,c1ccc2c(c1)COC2,decoy_C8H8O
decoy_SIOXPEMLGUPBBT-UHFFFAOYSA-N,O=C(O)c1ccccn1,decoy_C6H5NO2
decoy_SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(=O)O,decoy_C6H13NO2
decoy_SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1ccccc1O,decoy_C7H6O2
decoy_SVEMKBCPZYWEPH-UHFFFAOYSA-N,CCC(C)(C)CC(C)C,decoy_C9H20
decoy_SXFPXZSENHPCSH-UHFFFAOYSA-N,O=C1CCC2CCC1C2,decoy_C8H12O
decoy_TWBYWOBDOCUKOW-UHFFFAOYSA-N,O=C(O)c1ccncc1,decoy_C6H5NO2
decoy_TWLBRQVYXPMCFK-UHFFFAOYSA-N,Cc1ccccc1N=O,decoy_C7H7NO
decoy_UDGLAQDRKQGIKX-UHFFFAOYSA-N,CC#CC(=O)C(C)(C)C,decoy_C8H12O
decoy_UPVGDGITFOERJA-UHFFFAOYSA-N,O=CCC1CC=CCC1,decoy_C8H12O
decoy_VEPYQCZRVLNDBC-UHFFFAOYSA-N,O=C1CC2CCC1CC2,decoy_C8H12O
decoy_VHQJQNRZBRJXCE-UHFFFAOYSA-N,CC(C)CN(C)[N+](=O)[O-],decoy_C5H12N2O2
decoy_VJKHTMGYHCBXHV-UHFFFAOYSA-N,CCCCC#CC(C)=O,decoy_C8H12O
decoy_VLHAGZNBWKUMRW-UHFFFAOYSA-N,CCC(C(C)C)C(C)C,decoy_C9H20
decoy_VONGYFFEWFJHNP-UHFFFAOYSA-N,COC(=O)c1ccc[nH]1,decoy_C6H7NO2
decoy_VTWDKFNVVLAELH-UHFFFAOYSA-N,CC1=CC(=O)C=CC1=O,decoy_C7H6O2
decoy_VTWKXBJHBHYJBI-UHFFFAOYSA-N,ON=Cc1ccccc1,decoy_C7H7NO
decoy_VZFMYOCAEQDWDY-UHFFFAOYSA-N,CC(C)C(C)C(C)(C)C,decoy_C9H20
decoy_VZIRCHXYMBFNFD-UHFFFAOYSA-N,O=CC=Cc1ccco1,decoy_C7H6O2
decoy_WBRFDUJXCLCKPX-UHFFFAOYSA-N,CCCCC(C)C(C)C,decoy_C9H20
decoy_WDIFTBWPYIVZNY-UHFFFAOYSA-N,C=CCCC=CC(C)=O,decoy_C8H12O
decoy_WEAGIKYKIOBREP-UHFFFAOYSA-N,C=C(C)CC(=C)C(C)=O,decoy_C8H12O
decoy_WEGYGNROSJDEIW-UHFFFAOYSA-N,CC(=O)c1cccnc1,decoy_C7H7NO
decoy_WMQUKDQWMMOHSA-UHFFFAOYSA-N,CC(=O)c1ccncc1,decoy_C7H7NO
decoy_WSOKFYJGNBQDPW-UHFFFAOYSA-N,CCCC(C)(C)CCC,decoy_C9H20
decoy_XMROPFQWHHUFFS-UHFFFAOYSA-N,CCCC(CC)CCC,decoy_C9H20
decoy_XZYAPQCJDYFPBN-UHFFFAOYSA-N,CCC(C#CC=O)CC,decoy_C8H12O
decoy_YMAWOPBAYDPSLA-UHFFFAOYSA-N,NCC(=O)NCC(=O)O,decoy_C4H8N2O3
decoy_YPRIHWWNQRSAQL-UHFFFAOYSA-N,CC=C1CCCCC1=O,decoy_C8H12O
decoy_ZUBZATZOEPUUQF-UHFFFAOYSA-N,CCCCCCC(C)C,decoy_C9H20
decoy_ABYGSZMCWVXFCQ-UHFFFAOYSA-N,CCCC(CCC)CCC,decoy_C10H22
decoy_AJSJXSBFZDIRIS-UHFFFAOYSA-N,C=C(C)C1=CCC(C)CC1,decoy_C10H16
decoy_AOGQPLXWSUTHQB-UHFFFAOYSA-N,CCCCCCOC(C)=O,decoy_C8H16O2
decoy_AVVVXUXMKWPKAJ-UHFFFAOYSA-N,CCc1cc(C)ccc1O,decoy_C9H12O
decoy_AXPZDYVDTMMLNB-UHFFFAOYSA-N,CCOCc1ccccc1,decoy_C9H12O
decoy_AZLAWGCUDHUQDB-UHFFFAOYSA-N,CCCC(CCC)C(C)C,decoy_C10H22
decoy_BDCFWIDZNLCTMF-UHFFFAOYSA-N,CC(C)(O)c1ccccc1,decoy_C9H12O
decoy_BLMBNEVGYRXFNA-UHFFFAOYSA-N,COc1cccc(C)c1C,decoy_C9H12O
decoy_BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C)c1,decoy_C9H12O
decoy_BQOFWKZOCNGFEC-UHFFFAOYSA-N,CC1=CCC2C(C1)C2(C)C,decoy_C10H16
decoy_BSGBGTJQKZSUTQ-UHFFFAOYSA-N,COC1CCCCC1OC,decoy_C8H16O2
decoy_BUQNXFUMFXFRKC-UHFFFAOYSA-N,CCc1ccc(O)cc1C,decoy_C9H12O
decoy_BVEYJWQCMOVMAR-UHFFFAOYSA-N,CCCC(=O)C(O)CCC,decoy_C8H16O2
decoy_BYLJEQIUXOYKOB-UHFFFAOYSA-N,C=CC(C)(C)C=CC(=C)C,decoy_C10H16
decoy_CIPXOBMYVWRNLL-UHFFFAOYSA-N,CC(C)=C1C=CC(C)CC1,decoy_C10H16
decoy_CIRRFAQIWQFQSS-UHFFFAOYSA-N,CCc1cccc(C)c1O,decoy_C9H12O
decoy_CLFRCXCBWIQVRN-UHFFFAOYSA-N,O=Cc1cc(O)ccc1O,decoy_C7H6O3
decoy_CPIVYSAVIPTCCX-UHFFFAOYSA-N,CC(=O)OC(C)CC(C)C,decoy_C8H16O2
decoy_CPUVYIYQJVQFRD-UHFFFAOYSA-N,C=CC1(C)CC=C(C)CC1,decoy_C10H16
decoy_CQLYXIUHVFRXLT-UHFFFAOYSA-N,COCCc1ccccc1,decoy_C9H12O
decoy_CRBJBYGJVIBWIY-UHFFFAOYSA-N,CC(C)c1ccccc1O,decoy_C9H12O
decoy_CRPUJAZIXJMDBK-UHFFFAOYSA-N,C=C1C2CCC(C2)C1(C)C,decoy_C10H16
